XCoord;YCoord;ACT_NUM;STATUS_1;TYPE_DESC;DT_ENT;DESCRIPTION;ADDRESSFULL;NAME;PARCEL
993947.31266404;408959.93766404;T12DV04839;COMPLIAN;MULTIPLE TYPES;2012-06-08 00:00:00;TALL GRASS AND WEEDS IN THE ALLEY WITH TRASH AND DEBRIS OF TREE CUTTINGS;17 E INEZ ST      ;Barrio Nopal;138181710
994133.68766404;408963.87500000;T12DV04531;COMPLIAN;REFUSE;2012-06-01 00:00:00;Overgrown weeds and refuse in the alley.;101 E INEZ ST      ;Barrio Nopal;138181740
989755.81266404;409006.59383202;T10DV04932;COMPLIAN;REFUSE;2010-07-27 00:00:00;Trash and refuse in the alley.;781 W LIGHTSTAR CI      ;Elvira;138234660
989704.37500000;409010.28116798;T10DV04931;COMPLIAN;REFUSE;2010-07-27 00:00:00;Trash and refuse in the alley.;783 W LIGHTSTAR CI      ;Elvira;138234650
989658.31266404;409012.46883202;T10DV04930;COMPLIAN;REFUSE;2010-07-27 00:00:00;Trash and debris in the alley.;785 W LIGHTSTAR CI      ;Elvira;138234640
989601.18766404;409016.96883202;T10DV04828;COMPLIAN;REFUSE;2010-07-23 00:00:00;Trash and refuse being thrown over wall into alley;787 W LIGHTSTAR CI      ;Elvira;138234630
988514.06266404;409021.59383202;T10DV03026;NOVERIFY;WORK WITHOUT PERMITS-RESIDENTL;2010-05-12 00:00:00;T09Cm02798- permit expired now in withdrawn status.   One year abatement order in effetct through December 2010.;7241 S OAHU AV      ;Elvira;138234190
989544.75000000;409034.37500000;T10DV02033;NOVERIFY;REFUSE;2010-04-09 00:00:00;TRASH/DEBRIS THROUGHOUT PROPERTY TO INCLUDE FURNITURE, CINDER BLOCKS, BUILDING LUMBER.;789 W LIGHTSTAR CI      ;Elvira;138234620
989544.75000000;409034.37500000;T11DV00661;COMPLIAN;WEEDS;2011-01-31 00:00:00;OVERGROWN WEEDS ON LOT.;789 W LIGHTSTAR CI      ;Elvira;138234620
990263.06266404;409040.40616798;T11DV00553;NOVERIFY;REFUSE;2011-01-27 00:00:00;TRASH/DEBRIS ILLEGALLY DUMPED IN ALLEY;632 W ACADIA DR      ;Elvira;138232540
989813.31266404;409043.15616798;T10DV04928;COMPLIAN;REFUSE;2010-07-27 00:00:00;Trash and debris in the alley.;779 W LIGHTSTAR CI      ;Elvira;138234670
989458.87500000;409048.78116798;T10DV02032;COMPLIAN;JUNK MOTOR VEHICLES;2010-04-09 00:00:00;4 JMV'S MISSING TIRES05/04/10 - INITIAL COMPLAINANT CALLED TO ADD THAT AN AUTO REPAIR BUSINESS IS BEING RAN FROM PROPERTY.;791 W LIGHTSTAR CI      ;Elvira;138234610
989259.87500000;409081.06266404;T10DV02470;NOVERIFY;REFUSE;2010-04-21 00:00:00;Loose dead vegetation in alley.  Please see photo in case file folder.;814 W OAHU CI      ;Elvira;138233780
989192.12500000;409082.18766404;T12DV05661;PENDING ;RESIDENTIAL FIRE;2012-07-05 00:00:00;COMMUNICATION CALLED AND T.F.D. ON SITE WITH A HOUSE FIRE, ALARM # 12-41483;824 W OAHU CI      ;Elvira;138233770
994303.62500000;409096.15616798;T13DV03523;PENDING ;EMERGENCY;2013-05-21 00:00:00;AIR CONDITIONER ON FIRE  F131-410-147;126 E ELVADO RD      ;Barrio Nopal;138181600
994538.62500000;409098.84383202;T12DV10971;COMPLIAN;MULTIPLE TYPES;2012-12-06 00:00:00;TALL GRASS AND WEEDS WITH TRASH AND DEBRIS. THE ROOFING MATERIAL HAS BLOWN OFF IN SECTION OF THE ROOF AND LEAVING THE ROOF EXPOSED AND MAY BE LEAKING IN THE INTERIOR.  HOUSE APPEARS TO BE VACANT.;226 E ELVADO RD      ;Barrio Nopal;138181560
988741.68766404;409115.46883202;T10DV00247;COMPLIAN;REFUSE;2010-01-14 00:00:00;4 big piles of trash/refuse/junk piled at back of parcel near Baffin Dr. B&B pick up is not until 6-7-10.;7121 S OAHU AV      ;Elvira;13822015A
990163.00000000;409149.68766404;T11DV00653;COMPLIAN;JUNK MOTOR VEHICLES;2011-01-31 00:00:00;JMV'S ON SITE;644 W ACADIA DR      ;Elvira;138232560
989585.81266404;409195.71883202;T10DV02468;COMPLIAN;REFUSE;2010-04-21 00:00:00;Trash, debris and piles of rocks in the alley.  Please see photos in case file folder.;749 W BAFFIN DR      ;Elvira;138232860
989837.62500000;409196.21883202;T10DV02465;COMPLIAN;REFUSE;2010-04-21 00:00:00;Trash, debris and piles of rocks in the alley.  Please see photos in case file folder.;725 W BAFFIN DR      ;Elvira;138232900
989706.93766404;409196.75000000;T10DV02467;COMPLIAN;REFUSE;2010-04-21 00:00:00;Trash, debris and piles of rocks in the alley.  Please see photos in case file folder.;737 W BAFFIN DR      ;Elvira;138232880
989765.93766404;409197.37500000;T10DV02466;COMPLIAN;REFUSE;2010-04-21 00:00:00;Trash, debris and piles of rocks in the alley.  Please see photos in case file folder.;731 W BAFFIN DR      ;Elvira;138232890
1027611.43766404;409205.43766404;T11DV02064;COMPLIAN;RES: MINIMUM HOUSING;2011-03-30 00:00:00;UNINHABITABLE LIVING CONDITIONS, TPD CALLOUT. NO RUNNING WATER, EXPOSED ELECTRICAL WIRES. CASE #1103300287;7269 S PROSPECTOR PEAK DR      ;NULL;140372340
989197.12500000;409206.62500000;T11DV00651;COMPLIAN;JUNK MOTOR VEHICLES;2011-01-31 00:00:00;JMV ON SITE;821 W BAFFIN DR      ;Elvira;138233680
989002.18766404;409207.12500000;T12DV02676;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2012-04-06 00:00:00;AC BEING ADDED TO THE HOUSE AND BROUGHT FROM ANOTHER LOCATION, NO PERMITS;851 W BAFFIN DR      ;Elvira;138233710
989259.31266404;409207.43766404;T10DV00602;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2010-02-09 00:00:00;Resident building a wall without permits and debris in alley.;811 W BAFFIN DR      ;Elvira;138233670
989329.18766404;409209.40616798;T10DV02464;COMPLIAN;MULTIPLE TYPES;2010-04-21 00:00:00;Wall in the alley built up without permits.  Loose trash and dead vegetation in the alley.  Please see photos in case file.;801 W BAFFIN DR      ;Elvira;138233660
991836.75000000;409256.00000000;T12DV05889;COMPLIAN;RES: MINIMUM HOUSING;2012-07-16 00:00:00;Swamp cooler sitting on bricks and balanced on bricks, residents had to fix cooler themselves, but worried about stability. Also the water heater in in an unsafe location, SW gas did not want to light the pilot light due to condition, but landlord did it anyway.;7170 S SUSANA DR      ;Barrio Nopal;138201350
1048454.12500000;409279.65616798;T11DV09581;NOVERIFY;ILLEGAL DUMPING;2011-11-28 00:00:00;Toilet illegally dumped near Fantasy Island Trails. Possbily on the border of this address along with neighboring parcel. Caller unsure of exact location.;9455 E VALENCIA RD      ;Rita Ranch;14102013D
1048454.12500000;409279.65616798;T13DV03210;NOVERIFY;CLEAN CITIES INITIATIVE PGRM;2013-05-09 00:00:00;CCIP;9455 E VALENCIA RD      ;Rita Ranch;14102013D
1048720.62500000;409279.65616798;T13DV03209;NOVERIFY;CLEAN CITIES INITIATIVE PGRM;2013-05-09 00:00:00;CCIP;9485 E VALENCIA RD      ;Rita Ranch;14102013E
990582.68766404;409285.56266404;T10DV06714;COMPLIAN;MULTIPLE TYPES;2010-09-30 00:00:00;Dog food and waste all over the yard.  Trash is thrown in the yard.  3 JMVs on site.  Please see copy of letter in case file.;7160 S 12TH AV      ;Elvira;138232380
990881.06266404;409310.50000000;T10DV02085;NOVERIFY;WORK WITHOUT PERMITS-RESIDENTL;2010-04-13 00:00:00;The complaint is WOP assoc with an AC, Addition, Hazardous electrical inside and outside and poor living conditions.;532 W INEZ DR      ;Barrio Nopal;138202110
992239.81266404;409327.84383202;T11DV07436;COMPLIAN;REFUSE;2011-09-19 00:00:00;TRASH AND DEBRIS IN THE REAR OF THE PROPERTY PILED IN AREAS.;7165 S SAN FERNANDO RD      ;Barrio Nopal;13821025P
989193.75000000;409380.87500000;T11DV00652;COMPLIAN;RESIDENTIAL ZONING;2011-01-31 00:00:00;OVERSTOCKED CAR PORT;822 W BAFFIN DR      ;Elvira;138233630
989255.62500000;409381.31266404;T12DV01342;COMPLIAN;REFUSE;2012-02-21 00:00:00;Trash and refuse in the alley, large antenna;812 W BAFFIN DR      ;Elvira;138233640
989325.00000000;409381.31266404;T11DV00649;COMPLIAN;WEEDS;2011-01-31 00:00:00;OVERGROWN WEEDS;802 W BAFFIN DR      ;Elvira;138233650
990578.18766404;409426.68766404;T10DV06712;COMPLIAN;MULTIPLE TYPES;2010-09-30 00:00:00;Yard is filthy.  Weeds over a foot high.  Furniture is thrown in the yard.  Residents do not throw their garbage into the bin, until the pick up occurs.;7140 S 12TH AV      ;Elvira;138232360
992237.43766404;409458.25000000;T11DV07237;COMPLIAN;RESIDENTIAL ZONING;2011-09-12 00:00:00;Resident has perpetual yard sales.  They started another round on Friday, September 9.  Sales are usually held on Friday & Saturday.;7155 S SAN FERNANDO RD      ;Barrio Nopal;13821025Q
1026824.00000000;409481.18766404;T10DV04737;COMPLIAN;RES: VACANT & ABANDONED;2010-07-21 00:00:00;House has broken windows.  Glass all over.;7223 S VENTANNA DE LAS PIEDRAS      ;NULL;140371760
988569.06266404;409499.25000000;T11DV00656;COMPLIAN;WEEDS;2011-01-31 00:00:00;OVERGROWN WEEDS;931 W ACADIA DR      ;Elvira;138233510
988569.06266404;409499.25000000;T11DV00343;COMPLIAN;MULTIPLE TYPES;2011-01-20 00:00:00;Overgrown weeds and trash, dilapidated house.;931 W ACADIA DR      ;Elvira;138233510
988692.62500000;409499.71883202;T11DV09955;NOVERIFY;WEEDS;2011-12-13 00:00:00;Overgrown weeds in the yard.;911 W ACADIA DR      ;Elvira;138233490
989190.68766404;409512.68766404;T12DV09191;COMPLIAN;REFUSE;2012-09-28 00:00:00;Mattresses leaning on patio wall;821 W ACADIA DR      ;Elvira;138233420
989323.43766404;409514.31266404;T12DV09192;COMPLIAN;MULTIPLE TYPES;2012-09-28 00:00:00;Large bolder blocking alleyway;801 W ACADIA DR      ;Elvira;138233400
994130.31266404;409564.59383202;T10DV03690;COMPLIAN;RES: MINIMUM HOUSING;2010-06-07 00:00:00;Cabinets falling off wall. bathroom sink needs repair;101 E SUSANA ST      ;Barrio Nopal;138181180
991644.93766404;409571.87500000;T10DV02637;NOVERIFY;WORK WITHOUT PERMITS-RESIDENTL;2010-04-28 00:00:00;Home was vacant for years.  Drywall removed from at least two of the bedrooms.  Rehab may be occuring on site without permits.Fence falling down on site between the property at 7137 S. Susana Drive.;7131 S SUSANA DR      ;Barrio Nopal;138201490
995691.18766404;409573.28116798;T11DV07117;PENDING ;WORK WITHOUT PERMITS-RESIDENTL;2011-09-07 00:00:00;our neighbor on the south of the property put dirt and gravel on their property and now when it rains all the water makes a small lake on my side. i dont think thats right to block the natural flow of water. i checked with city and     they dindt have permit to do it.;7140 S NOGALES HY      ;Barrio Nopal;13817029C
987857.18766404;409582.43766404;T11DV09601;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2011-11-28 00:00:00;BUILDING A FREE STANDING CARPORT W/O PERMITS;1015 W ACADIA DR      ;Elvira;13822008H
991213.68766404;409587.53116798;T10DV09030;COMPLIAN;REFUSE;2010-12-22 00:00:00;Illegal dumping of animal waste in the alley.;482 W MARCUS DR      ;Barrio Nopal;138201740
994768.56266404;409595.46883202;T12DV06053;COMPLIAN;WEEDS;2012-07-20 00:00:00;weeds / refuse on vacant lot----->>;302 E CORONA RD      ;Barrio Nopal;13817032A
988432.25000000;409672.40616798;T12DV10943;COMPLIAN;MULTIPLE TYPES;2012-12-06 00:00:00;TALL GRASS AND WEEDS WITH A FALLEN DEAD TREE IN THE ALLEY AND BLOCKING THE ACCESS TO GET THROUGH THE ALLEY;952 W ACADIA DR      ;Elvira;138233260
993467.75000000;409673.21883202;T10DV08969;NOVERIFY;ILLEGAL DUMPING;2010-12-16 00:00:00;Large pile of trash dumped in the alley behind residence. TPD report forwarded to code enforcement.;7111 S MISSIONDALE RD      ;Barrio Nopal;13818029C
988680.56266404;409679.46883202;T10DV07528;NOVERIFY;RES: MINIMUM HOUSING;2010-10-21 00:00:00;Electricity being stolen from another property.;912 W ACADIA DR      ;Elvira;138233300
988497.62500000;409682.37500000;T12DV10941;COMPLIAN;MULTIPLE TYPES;2012-12-05 00:00:00;TALL GRASS AND WEEDS WITH A TREE BLOCKING THE ALLEY DUE TO FALLING ON THE GROUND;942 W ACADIA DR      ;Elvira;138233270
988771.81266404;409684.06266404;T11DV00655;COMPLIAN;JUNK MOTOR VEHICLES;2011-01-31 00:00:00;JMV;882 W ACADIA DR      ;Elvira;138233310
988903.31266404;409684.28116798;T12DV02216;COMPLIAN;MULTIPLE TYPES;2012-03-22 00:00:00;Repeat of T10DV00104: Refuse, junk, old tires stored in rear yard viewable from alley. Overgrown grass/weeds/vegetation in front yard.;862 W ACADIA DR      ;Elvira;138233330
988903.31266404;409684.28116798;T13DV05663;NOVERIFY;MULTIPLE TYPES;2013-08-05 00:00:00;Trash, refuse, junked vehicles and dog feces on property.  CE06 AREA;862 W ACADIA DR      ;Elvira;138233330
988903.31266404;409684.28116798;T10DV00104;COURTCMP;REFUSE;2010-01-08 00:00:00;Trash and debris on site.;862 W ACADIA DR      ;Elvira;138233330
989518.56266404;409686.43766404;T11DV00654;COMPLIAN;WEEDS;2011-01-31 00:00:00;OVERGROWN WEEDS;750 W ACADIA DR      ;Elvira;138232690
995676.62500000;409694.84383202;T12DV02402;PENDING ;MULTIPLE TYPES;2012-03-27 00:00:00;REFERRAL FROM CONESTOGA ROVERS AND ASSC (COMPANY HIRED BY COT AND THE AIRPORT TO MONITOR WATER WELLS) - THEY ARE UNABLE TO ACCESS EASEMENT DUE TO CONCRETE BLOCK PILED AT ACCESS, LUMBER, OLD CAR PARTS AND A TRAILER IN EASEMENT MAKING IT DIFFICULT TO ACCESS WATER WELL. COMPANY HAS CLEANED THE EASEMENT MANY TIMES AND HAS ATTEMPTED TO WORK WITH OWNER/EMPLOYEES TO MAINTAIN THE EASEMENT THEMSELVES TO NO AVAIL. VIEW PEOPLE SCREEN FOR CONTACT INFO.;7130 S NOGALES HY      ;Barrio Nopal;13817029D
993025.00000000;409697.25000000;T13DV03013;PENDING ;REFUSE;2013-05-07 00:00:00;Excessive trash and refuse on property, especially in the back yard. Complainant called city communications, who then relayed complaint to code enf.;135 W CORONA RD      ;Barrio Nopal;13821019K
993881.00000000;409707.06266404;T12DV09873;COMPLIAN;RES: MINIMUM HOUSING;2012-10-22 00:00:00;No proper sewage drainage at location.  When the machine is running the bathtub and toilet begin to overflow.   Water heater does not work.  No hot water since June 2012.  Gas was turned on, but water heater is broken.;10 E CORONA RD      ;Barrio Nopal;138181110
993881.00000000;409707.06266404;T12DV09892;COMPLIAN;MULTIPLE TYPES;2012-10-22 00:00:00;Electric outlets dont work. water leak in back yard. Swamp cooler leaking;10 E CORONA RD      ;Barrio Nopal;138181110
990947.75000000;409708.28116798;T11DV10175;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2011-12-30 00:00:00;RWOP: 6 ft block wall installed w/o permits.;531 W CORONA RD      ;Barrio Nopal;138201200
994606.56266404;409719.06266404;T10DV08137;COMPLIAN;WEEDS;2010-11-09 00:00:00;LARGE MESQUITE TREE BLOCKING PUBLIC ROW ALONG GERONIMO AVE.;234 E CORONA RD      ;Barrio Nopal;138180990
994299.75000000;409747.81266404;T10DV04202;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2010-06-28 00:00:00;Work without permits, building additions to the house.;126 E CORONA RD      ;Barrio Nopal;138181040
993661.37500000;409749.81266404;T10DV05524;NOVERIFY;ENVIRONMENTAL;2010-08-20 00:00:00;DOG RUN UP AGAINST NEIGHBORS WALL. DOG FECES NEVER GETS CLENED. INSPECTOR WOULD HAVE TO LOOK OVER WALL FROM 11 W CORONA RD.;1 W CORONA RD      ;Barrio Nopal;13818029F
994422.43766404;409750.18766404;T13DV01976;OBSERVE ;RESIDENTIAL ZONING;2013-03-29 00:00:00;Working on cars, possibly running on a business. Caller says he's running business.;210 E CORONA RD      ;Barrio Nopal;138181020
988296.50000000;409786.46883202;T13DV06998;PENDING ;WEEDS;2013-09-17 00:00:00;ENTIRE PROPERTY OVERGROWN WEEDS / VEGETATION;961 W OAHU PL      ;Elvira;138233230
1027087.06266404;409789.37500000;T12DV11301;PENDING ;RESIDENTIAL FIRE;2012-12-26 00:00:00;COMMUNICATION CALLED THAT T.F.D. ON SITE WITH A HOUSE FIRE, ALARM # 12-80170;6204 E ROUGH ROCK DR      ;NULL;140371910
991281.06266404;409857.96883202;T12DV10949;OBSERVE ;WORK WITHOUT PERMITS-RESIDENTL;2012-12-06 00:00:00;WORK WITH OUT PERMITS, FRONT PORCH 10' X 50', REAR PORCH 12' X 50', CARPORT IN FRONT 20' X 24', SHED ON SOUTH SIDE 10' X 20';7065 S LEARY DR      ;Barrio Nopal;138200660
990566.18766404;409869.25000000;T10DV00159;COMPLIAN;JUNK MOTOR VEHICLES;2010-01-12 00:00:00;12 JMV LOCATED ON FRONT PROPERTY.;7070 S 12TH AV      ;Elvira;138232340
991841.43766404;409870.84383202;T12DV01139;COMPLIAN;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7089 S LUNDY DR      ;Barrio Nopal;138200410
991958.50000000;409874.68766404;T12DV01130;NOVERIFY;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7064 S SAN FERNANDO RD      ;Barrio Nopal;138200420
989504.40288714;409878.00360893;T11DV07396;COMPLIAN;WEEDS;2011-09-16 00:00:00;TALL GRASS AND WEEDS ON A VACANT LOT;7087 S SANTA CLARA AV      ;Elvira;138220770
993870.43766404;409880.25000000;T12DV10946;COMPLIAN;MULTIPLE TYPES;2012-12-06 00:00:00;TALL GRASS AND WEEDS THROUGH OUT THE PROPERTY AND STORAGE IN THE CARPORT APPEARS TO BE VACANT;9 E CORONA RD      ;Barrio Nopal;13818038A
989844.43766404;409882.12500000;T11DV07045;COMPLIAN;WEEDS;2011-09-06 00:00:00;JMV - 90's MODEL NISSAN ALTIMA;715 W CAROLCHRISTINE PL      ;Elvira;138220700
989844.43766404;409882.12500000;T11DV00648;COMPLIAN;WEEDS;2011-01-31 00:00:00;OVERGROWN WEEDS;715 W CAROLCHRISTINE PL      ;Elvira;138220700
994384.93766404;409883.90616798;T12DV01650;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2012-03-02 00:00:00;ADDING ONTO EXTERIOR OF HOME W/O PERMITS.;201 E CORONA RD      ;Barrio Nopal;13818032B
988149.50000000;409897.90616798;T11DV00646;COMPLIAN;JUNK MOTOR VEHICLES;2011-01-31 00:00:00;JMV on site.  A white Chevy.;7052 S OAHU AV      ;Elvira;138234350
990011.37500000;409905.25000000;T11DV07049;COMPLIAN;JUNK MOTOR VEHICLES;2011-09-06 00:00:00;JMV - 80's MODEL BUICK;716 W CAROLCHRISTINE PL      ;Elvira;138220650
989835.00000000;409929.81266404;T11DV07050;COMPLIAN;JUNK MOTOR VEHICLES;2011-09-06 00:00:00;JMV - WHITE FOUR DOOR CHEBY SEDAN;717 W CAROLCHRISTINE PL      ;Elvira;138220710
991839.50000000;409943.18766404;T12DV01138;COMPLIAN;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7081 S LUNDY DR      ;Barrio Nopal;138200400
991957.93766404;409943.90616798;T12DV01129;COMPLIAN;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7058 S SAN FERNANDO RD      ;Barrio Nopal;138200430
989205.50000000;409964.90616798;T11DV07493;COMPLIAN;ILLEGAL DUMPING;2011-09-20 00:00:00;carpet on sidewalk;7050 S SANTA CLARA AV      ;Elvira;13822020C
993618.31266404;409970.03116798;T10DV06473;NOVERIFY;WEEDS;2010-09-22 00:00:00;REFERRAL FROM DSD (PHONE COMPLAINT)GRASS/WEEDS THROUGHOUT PROPERTY.;7066 S 6TH AV      ;Barrio Nopal;13818001B
989492.93766404;410003.28116798;T11DV00647;COMPLIAN;RESIDENTIAL ZONING;2011-01-31 00:00:00;Weeds and commercial vehicles;7051 S SANTA CLARA AV      ;Elvira;138220540
989492.93766404;410003.28116798;T11DV07394;COMPLIAN;JUNK MOTOR VEHICLES;2011-09-16 00:00:00;JUNK MOTOR VEHICLES ON THE PROPERTY;7051 S SANTA CLARA AV      ;Elvira;138220540
991959.75000000;410005.40616798;T12DV01128;COMPLIAN;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7050 S SAN FERNANDO RD      ;Barrio Nopal;138200440
991830.62500000;410013.21883202;T12DV01136;COMPLIAN;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7073 S LUNDY DR      ;Barrio Nopal;138200390
1024291.00000000;410015.28116798;T13DV01300;NOVERIFY;RES: VACANT & ABANDONED;2013-03-05 00:00:00;VACANT AND UNSECURED STRUCTURE;7112 S VUELTA SILUETA      ;NULL;140552110
994756.50000000;410018.56266404;T11DV03515;COMPLIAN;MULTIPLE TYPES;2011-05-13 00:00:00;Overgrown weeds, torn down fences.;331 E CORONA RD      ;Barrio Nopal;13817021A
988554.50000000;410034.40616798;T12DV02393;COMPLIAN;ILLEGAL DUMPING;2012-03-27 00:00:00;Trash illegally dumped behind this property address and contains mail with name in it.;912 W OAHU PL      ;Elvira;138233160
995413.68766404;410042.46883202;T12DV00991;COMPLIAN;RESIDENTIAL ZONING;2012-02-10 00:00:00;MOBILE HOME PARK - SPACE #35RUNNING AUTO SALES AND REPAIR BUSINESS FROM PROPERTY.;415 E CORONA RD  #35    ;Barrio Nopal;13817016A
995413.68766404;410042.46883202;T12DV00144;COMPLIAN;RESIDENTIAL FIRE;2012-01-09 00:00:00;MOBILE HOME FIRE UNIT 15;415 E CORONA RD  #15    ;Barrio Nopal;13817016A
995413.68766404;410042.46883202;T13DV00004;COMPLIAN;ILLEGAL DUMPING;2013-01-02 00:00:00;Illegal Dumping ----> B/B out on sidewalk - but they have no City refuse Service.;415 E CORONA RD      ;Barrio Nopal;13817016A
995413.68766404;410042.46883202;T12DV09302;COMPLIAN;MULTIPLE TYPES;2012-10-03 00:00:00;Las Palmas Mobile Home ParkReferral from insp G. Goodman - #43Gas line exposed - no gas meter.;415 E CORONA RD  #43    ;Barrio Nopal;13817016A
991823.00000000;410053.37500000;T12DV01135;COMPLIAN;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7065 S LUNDY DR      ;Barrio Nopal;138200380
991957.62500000;410069.50000000;T12DV01127;NOVERIFY;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7042 S SAN FERNANDO RD      ;Barrio Nopal;138200450
991791.43766404;410108.65616798;T12DV01134;COMPLIAN;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7057 S LUNDY DR      ;Barrio Nopal;138200370
991956.37500000;410133.03116798;T12DV01125;NOVERIFY;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7034 S SAN FERNANDO RD      ;Barrio Nopal;138200460
1003730.81266404;410142.15616798;T11DV03495;NOVERIFY;CLEAN CITIES INITIATIVE PGRM;2011-05-12 00:00:00;Clean Cities Initiative Review;7060 S TUCSON BL      ;NULL;14042072B
1003730.81266404;410142.15616798;T11DV03904;NOVERIFY;CLEAN CITIES INITIATIVE PGRM;2011-06-01 00:00:00;Clean City Initiative;7060 S TUCSON BL      ;NULL;14042072B
995662.43766404;410144.09383202;T13DV06344;PENDING ;MULTIPLE TYPES;2013-08-27 00:00:00;GRAFFITI ON A METAL CONTAINER AND TALL GRASS AND WEEDS;7030 S NOGALES HY      ;Barrio Nopal;138170260
995212.00000000;410157.53116798;T10DV04271;NOVERIFY;REFUSE;2010-06-30 00:00:00;MATTRESS, SOFA, TRASH/DEBRIS IN FRONT NEAR CURB;367 E CORONA RD      ;Barrio Nopal;13817024C
994043.62500000;410194.43766404;T12DV02644;COMPLIAN;MULTIPLE TYPES;2012-04-05 00:00:00;TALL GRASS AND WEEDS WITH TRASH AND DEBRIS;7019 S 6TH AV      ;Barrio Nopal;13815028D
988576.93766404;410199.12500000;T11DV00678;COMPLIAN;WEEDS;2011-02-01 00:00:00;WEEDS;921 W TETON ST      ;Elvira;138233050
991956.00000000;410200.21883202;T12DV01124;NOVERIFY;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7026 S SAN FERNANDO RD      ;Barrio Nopal;138200470
1004386.31266404;410202.56266404;T11DV03501;NOVERIFY;CLEAN CITIES INITIATIVE PGRM;2011-05-12 00:00:00;No violation observed as part of the CCIP project.;7051 S TUCSON BL      ;NULL;140420280
995043.93766404;410204.68766404;T12DV10147;PENDING ;WEEDS;2012-11-01 00:00:00;TALL GRASS AND WEEDS THROUGH THE WASH AREA WITH BUSHES;366 E TETON RD      ;Barrio Nopal;138170800
992119.81266404;410213.84383202;T10DV02277;COMPLIAN;VACANT AND NEGLECTED PROGRAM;2010-04-16 00:00:00;Vacant and Neglected: VANS. Original case was an RFIRE.;289 W TETON ST      ;Barrio Nopal;138210760
995011.62500000;410224.15616798;T12DV09695;COMPLIAN;WEEDS;2012-10-16 00:00:00;OVERGROWN WEEDS ON PROPERTY REFUSE;7043 S PLACITA SORRENTO      ;Barrio Nopal;138170650
993262.93766404;410226.09383202;T12DV07252;COMPLIAN;RES: VACANT & ABANDONED;2012-08-17 00:00:00;Back door of property is currently unsecured and door appears to have been kicked in. Easily accesible off of Teton Street.;7034 S MISSIONDALE RD      ;Barrio Nopal;13821051C
993262.93766404;410226.09383202;T12DV00175;COMPLIAN;RES: VACANT & ABANDONED;2012-01-10 00:00:00;TPD report, house is abandoned and doors are unsecured.  House needs to be boarded and secured.;7034 S MISSIONDALE RD      ;Barrio Nopal;13821051C
991848.56266404;410240.40616798;T12DV01133;COMPLIAN;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7033 S LUNDY DR      ;Barrio Nopal;138200340
991957.12500000;410266.06266404;T12DV01122;COMPLIAN;WORK WITHOUT PERMITS-RESIDENTL;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7018 S SAN FERNANDO RD      ;Barrio Nopal;138200480
995660.93766404;410280.71883202;T10DV06184;COMPLIAN;WEEDS;2010-09-15 00:00:00;Vacant lot overgrown with weeds.;7020 S NOGALES HY      ;Barrio Nopal;13817015A
991843.62500000;410308.78116798;T12DV01132;COMPLIAN;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7025 S LUNDY DR      ;Barrio Nopal;138200330
995008.25000000;410310.15616798;T12DV10947;COMPLIAN;WEEDS;2012-12-06 00:00:00;TALL GRASS AND WEEDS;7027 S PLACITA SORRENTO      ;Barrio Nopal;138170630
988667.12500000;410323.78116798;T11DV00676;COMPLIAN;RESIDENTIAL ZONING;2011-02-01 00:00:00;2 SEMI TRUCKS PARKED ON SITE;901 W TETON ST      ;Elvira;138233030
991955.50000000;410331.25000000;T12DV01119;NOVERIFY;REFUSE;2012-02-14 00:00:00;ALLEY SWEEP - TRASH/DEBRIS;7010 S SAN FERNANDO RD      ;Barrio Nopal;138200490
989611.37500000;410335.09383202;T12DV10748;OBSERVE ;WORK WITHOUT PERMITS-RESIDENTL;2012-11-27 00:00:00;Work without permits  New shed, new wall,;738 W HARLAN ST      ;Elvira;138234440
